Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-16697400021,01/02/19,4265,Kwik Stop 3 / Waterloo,1104 Washington St,Waterloo,50702,POINT (-92.336965 42.489106),7,BLACK HAWK,1031200,American Flavored Vodka,205,E & J Gallo Winery,36618,New Amsterdam Raspberry,12,750,7.5,11.25,12,135,9,2.37
INV-16685400065,01/02/19,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001,,31,DUBUQUE,1082000,Imported Cordials & Liqueurs,85,Brown Forman Corp.,64676,Chambord Liqueur Royale De France,12,750,19.08,28.62,3,85.86,2.25,0.59
INV-16694000018,01/02/19,4310,Fareway Stores #502 / Cherokee,205 West Bluff St,Cherokee,51012,POINT (-95.551866 42.75508),18,CHEROKEE,1022100,Mixto Tequila,395,PROXIMO,89196,Jose Cuervo Especial Reposado,12,750,11.07,16.61,3,49.83,2.25,0.59
INV-16685600030,01/02/19,5427,Beecher Liquor,1691 Asbury Rd,Dubuque,52001,POINT (-90.696886 42.500775000000004),31,DUBUQUE,1052100,Imported Brandies,420,MOET HENNESSY USA,48105,Hennessy VS,12,375,10.74,16.11,12,188.88,4.5,1.18
INV-16698600074,01/02/19,5423,Stammer Liquor Corp,615 2nd Ave,Sheldon,51201,POINT (-95.854899 43.184242),71,OBRIEN,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56,9,2.37
INV-16686100016,01/02/19,5637,Catfish Charlie's,1630 East 16th St,Dubuque,52001,,31,DUBUQUE,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19477,Makers Mark,12,1000,22.04,33.06,1,33.06,1,0.26
INV-16690300001,01/02/19,4449,Kum & Go #121 / Urbandale,12041 Douglas Pkwy,Urbandale,50322,,77,POLK,1032100,Imported Vodkas,115,CONSTELLATION BRANDS INC,34820,Svedka 80prf,12,750,8.25,12.38,6,74.28,4.5,1.18
INV-16683100009,01/02/19,5219,Kirkwood Liquor & Tobacco,"300, Kirkwood Ave",Iowa City,52240,POINT (-91.531628 41.649432),52,JOHNSON,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,35948,Fleischmann's Royal Vodka 80 Prf,6,1750,6.5,9.75,6,64.62,10.5,2.77
INV-16690000003,01/02/19,5124,Price Chopper  /  Johnston,5440 NW  86th St,Johnston,50131,POINT (-93.738772 41.65919800000001),77,POLK,1062400,Spiced Rum,260,DIAGEO AMERICAS,43336,Captain Morgan Original Spiced,12,750,9.06,13.59,12,163.08,9,2.37
INV-16692200107,01/02/19,2587,Hy-Vee Food Store / Johnston,5750 Merle Hay Road,Johnston,50131,POINT (-93.697731 41.665172),77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,86691,Jack Daniels Tennessee Fire Mini,12,500,9.06,13.59,12,163.08,6,1.58
INV-16688700008,01/02/19,2843,CVS Pharmacy #8526 / Cedar Rapids,4116 Center Pointe Rd,Cedar Rapids,52402,POINT (-91.665139 42.020729),57,LINN,1031100,American Vodkas,255,Infinium Spirits,37888,Seagrams Extra Smooth Vodka,6,1750,10,15,3,45,5.25,1.38
INV-16680900005,01/02/19,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11776,Black Velvet,12,750,5.23,7.85,12,94.2,9,2.37
INV-16680700004,01/02/19,3628,Wal-Mart 1528 / Cedar Rapids,2645 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.680734 42.034748),57,LINN,1062400,Spiced Rum,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.33,6,103.98,10.5,2.77
INV-16696200049,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1032100,Imported Vodkas,35,BACARDI USA INC,34433,Grey Goose,12,750,18.49,27.74,4,110.96,3,0.79
INV-16686700036,01/02/19,5660,North Side Liquor & Tobacco / Dubuque,2013 Central Ave,Dubuque,52001,POINT (-90.670151 42.5116),31,DUBUQUE,1032200,Imported Flavored Vodka,260,DIAGEO AMERICAS,64912,Ciroc Mango,24,200,5,7.5,6,45,1.2,0.31
INV-16692200040,01/02/19,2587,Hy-Vee Food Store / Johnston,5750 Merle Hay Road,Johnston,50131,POINT (-93.697731 41.665172),77,POLK,1031200,American Flavored Vodka,259,Heaven Hill Brands,41316,Burnetts Raspberry,12,750,4.48,6.72,12,80.64,9,2.37
INV-16680200177,01/02/19,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1081300,American Cordials & Liqueur,461,Skyy Spirits Inc,77776,Wild Turkey American Honey,12,750,10.5,15.75,2,31.5,1.5,0.39
INV-16682500067,01/02/19,5111,Creekside Market,2601 Hwy 6 East,Iowa City,52240,POINT (-91.493643 41.633009),52,JOHNSON,1071100,Cocktails /RTD,35,BACARDI USA INC,56850,Bacardi Party Drinks Bahama Mama,6,1750,6.98,10.47,1,10.47,1.75,0.46
INV-16685600016,01/02/19,5427,Beecher Liquor,1691 Asbury Rd,Dubuque,52001,POINT (-90.696886 42.500775000000004),31,DUBUQUE,1011200,Straight Bourbon Whiskies,434,LUXCO INC,18196,Ezra Brooks Sour Mash Bourbon,12,750,7.5,11.25,12,135,9,2.37
INV-16697700047,01/02/19,3993,New Star Liquor / W 4th S / Waterloo,1625 West 4th St,Waterloo,50701,,7,BLACK HAWK,1051100,American Brandies,115,CONSTELLATION BRANDS INC,56193,Paul Masson Peach Grande Amber Brandy,24,200,1.96,2.94,24,70.56,4.8,1.26
INV-16681700103,01/02/19,2622,Hy-Vee Food Store / Iowa City,1125 N Dodge St,Iowa City,52240,POINT (-91.518868 41.676095),52,JOHNSON,1081400,American Schnapps,65,Jim Beam Brands,82847,Dekuyper Luscious Peachtree,12,1000,7.87,11.81,4,47.24,4,1.05
INV-16685400082,01/02/19,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001,,31,DUBUQUE,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69657,Dr McGillicuddys Mentholmint,12,1000,11,16.5,12,198,12,3.17
INV-16696200046,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1032100,Imported Vodkas,370,PERNOD RICARD USA,34004,Absolut Swedish Vodka 80prf,24,375,4.99,7.49,2,14.98,0.75,0.19
INV-16680000121,01/02/19,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.60978 41.976835),57,LINN,1031100,American Vodkas,259,Heaven Hill Brands,35418,Burnetts Vodka 80prf,6,1750,9.48,14.22,6,85.32,10.5,2.77
INV-16685400106,01/02/19,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001,,31,DUBUQUE,1022200,100% Agave Tequila,410,Patron Spirits Company,88296,Patron Silver,12,750,27.5,41.25,12,495,9,2.37
INV-16681500005,01/02/19,5405,Kum & Go #524/ Coralville,2600 Holiday Rd,Coralville,52241,POINT (-91.607454 41.700517),52,JOHNSON,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19476,Makers Mark,12,750,17.5,26.25,8,210,6,1.58
INV-16696000004,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1012200,Scotch Whiskies,35,BACARDI USA INC,4868,Dewars White Label Scotch,6,1750,26.5,39.75,1,39.75,1.75,0.46
INV-16687700013,01/02/19,3666,Target Store T-1771 / Cedar Rapids,3400 Edgewood Rd SW,Cedar Rapids,52404,POINT (-91.716111 41.944272),57,LINN,1062400,Spiced Rum,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,5.78,8.67,12,104.04,9,2.37
INV-16700200009,01/02/19,5681,Quick Corner / Hawarden,901 10th St,Hawarden,51023,POINT (-96.48203600000001 42.9968),84,SIOUX,1031100,American Vodkas,434,LUXCO INC,36305,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9,2.37
INV-16698600015,01/02/19,5423,Stammer Liquor Corp,615 2nd Ave,Sheldon,51201,POINT (-95.854899 43.184242),71,OBRIEN,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57181,Chi-Chi's Pineapple Margarita,6,1750,6.5,9.75,1,9.26,1.75,0.46
INV-16689000057,01/02/19,4637,Kwik Shop #560 / Cedar Rapids,3301 J St,Cedar Rapids,52404,POINT (-91.666812 41.944676),57,LINN,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,9.64,14.46,4,57.84,3,0.79
INV-16700000002,01/02/19,5263,Bernie's Booze LLC,"950, West View Dr",Rock Valley,51247,POINT (-96.308805 43.199647),84,SIOUX,1042100,Imported Dry Gins,35,BACARDI USA INC,28236,Bombay Sapphire Gin,12,750,13.5,20.25,6,121.5,4.5,1.18
INV-16698700072,01/02/19,4589,Dyno's #53 / Sibley,1026 2nd Ave,Sibley,51249,POINT (-95.752119 43.397431),72,OSCEOLA,1031200,American Flavored Vodka,380,Phillips Beverage,41694,UV Blue Raspberry,12,1000,7.5,11.25,4,45,4,1.05
INV-16691900032,01/02/19,4446,QUIK TRIP #513 / URBANDALE,4600 Merle Hay Rd,Urbandale,50322,POINT (-93.697999 41.644296),77,POLK,1031100,American Vodkas,300,McCormick Distilling Co.,36904,Mccormick Vodka Pet,24,375,1.8,2.7,15,40.5,5.62,1.48
INV-16698400106,01/02/19,2661,Hy-Vee Food Store / Sheldon,1989 Park St,Sheldon,51201,POINT (-95.831721 43.186038),71,OBRIEN,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19475,Makers Mark Replica,12,375,8.99,13.49,2,26.98,0.75,0.19
INV-16699400005,01/02/19,5458,R&L Foods,213 Main St.,Doon,51235,POINT (-96.234214 43.279316),60,LYON,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11788,Black Velvet,6,1750,10.45,15.68,6,94.08,10.5,2.77
INV-16680800075,01/02/19,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57148,Chi-Chi's Margarita W/tequila,6,1750,6.5,9.75,6,55.56,10.5,2.77
INV-16692200002,01/02/19,2587,Hy-Vee Food Store / Johnston,5750 Merle Hay Road,Johnston,50131,POINT (-93.697731 41.665172),77,POLK,1042100,Imported Dry Gins,260,DIAGEO AMERICAS,28867,Tanqueray Gin,12,1000,15.5,23.25,12,279,12,3.17
INV-16680000018,01/02/19,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.60978 41.976835),57,LINN,1011200,Straight Bourbon Whiskies,461,Skyy Spirits Inc,22155,Wild Turkey 101 Round,12,375,6.5,9.75,2,19.5,0.75,0.19
INV-16684300070,01/02/19,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002,POINT (-90.741064 42.516633),31,DUBUQUE,1041100,American Dry Gins,65,Jim Beam Brands,30236,Gilbeys Gin,12,750,5,7.5,12,84.96,9,2.37
INV-16686000107,01/02/19,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,POINT (-90.668138 42.504959),31,DUBUQUE,1031200,American Flavored Vodka,380,Phillips Beverage,41694,UV Blue Raspberry,12,1000,7.5,11.25,48,540,48,12.68
INV-16682400010,01/02/19,3896,Smokin' Joe's #18 Tobacco and Liquor Outlet,1901 Broadway St,Iowa City,52240,POINT (-91.520308 41.641383),52,JOHNSON,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75210,Kinky Pink,6,750,10,15,2,30,1.5,0.39
INV-16700600014,01/02/19,2604,Hy-Vee Wine and Spirits / Lemars,1201 12th Ave SW,Lemars,51031,POINT (-96.18335000000002 42.778257),75,Plymouth,1012200,Scotch Whiskies,260,DIAGEO AMERICAS,4626,Buchanan's 12 Yr Deluxe Scotch,12,750,20.99,31.49,2,62.98,1.5,0.39
INV-16699500010,01/02/19,5693,Hull Food Center / Hull,1023 Black Forest Rd.,Hull,51239,POINT (-96.132644 43.185778),84,SIOUX,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19478,Makers Mark,6,1750,32.5,48.75,6,292.5,10.5,2.77
INV-16679900098,01/02/19,5142,Smokin' Joe's #13 Tobacco and Liquor Outlet,2315 Mt Vernon Rd SE,Cedar Rapids,52303,,57,Linn,1011100,Blended Whiskies,297,Laird & Company,23828,Five Star,6,1750,7.62,11.43,6,68.58,10.5,2.77
INV-16695300001,01/02/19,4831,L & M Gas & Grocery / Boone,"320, W Mamie Eisenhower Ave",Boone,50036,POINT (-93.896855 42.05934),8,BOONE,1081200,Cream Liqueurs,260,DIAGEO AMERICAS,68036,Baileys Original Irish Cream,12,750,13,19.5,2,39,1.5,0.39
INV-16698400121,01/02/19,2661,Hy-Vee Food Store / Sheldon,1989 Park St,Sheldon,51201,POINT (-95.831721 43.186038),71,OBRIEN,1052100,Imported Brandies,420,MOET HENNESSY USA,48099,Hennessy VS,24,200,6.24,9.36,3,28.08,0.6,0.15
INV-16684400003,01/02/19,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002,POINT (-90.741064 42.516633),31,DUBUQUE,1081500,Triple Sec,55,SAZERAC NORTH AMERICA,86390,Montezuma Triple Sec,12,1000,2.13,3.2,12,38.4,12,3.17
INV-16680800034,01/02/19,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10803,Crown Royal Regal Apple Mini,10,300,7.35,11.03,3,33.09,0.9,0.23
INV-16686800059,01/02/19,2649,Hy-Vee #3 / Dubuque,400 Locust St,Dubuque,52001,POINT (-90.666497 42.49721900000001),31,DUBUQUE,1011100,Blended Whiskies,65,Jim Beam Brands,24466,Kessler Blend Whiskey Traveler,12,750,5.51,8.27,4,33.08,3,0.79
INV-16692400019,01/02/19,2113,Jamboree Foods,1119 Market St. Box 71,Gowrie,50543,POINT (-94.289457 42.28057),94,WEBSTER,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19067,Jim Beam,12,1000,12.59,18.89,2,37.78,2,0.52
INV-16679100038,01/02/19,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125,,91,WARREN,1031200,American Flavored Vodka,259,Heaven Hill Brands,40053,Deep Eddy Lemon,12,750,9,13.5,12,162,9,2.37
INV-16697200013,01/02/19,5113,"Ray's Supermarket, Inc.",1975 Franklin St,Waterloo,50703,POINT (-92.315215 42.495394),7,BLACK HAWK,1032100,Imported Vodkas,370,PERNOD RICARD USA,34001,Absolut Swedish Vodka 80prf Mini,10,600,7.92,11.88,2,23.76,1.2,0.31
INV-16686800067,01/02/19,2649,Hy-Vee #3 / Dubuque,400 Locust St,Dubuque,52001,POINT (-90.666497 42.49721900000001),31,DUBUQUE,1041100,American Dry Gins,205,E & J Gallo Winery,31475,New Amsterdam Gin,12,750,8,12,6,67.5,4.5,1.18
INV-16694300048,01/02/19,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N Lake St,Storm Lake,50588,POINT (-95.200758 42.65318400000001),11,BUENA VIST,1062400,Spiced Rum,260,DIAGEO AMERICAS,43334,Captain Morgan Spiced Rum,24,375,5,7.5,2,15,0.75,0.19
INV-16691900027,01/02/19,4446,QUIK TRIP #513 / URBANDALE,4600 Merle Hay Rd,Urbandale,50322,POINT (-93.697999 41.644296),77,POLK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19064,Jim Beam,24,375,5.5,8.25,6,49.5,2.25,0.59
INV-16698700026,01/02/19,4589,Dyno's #53 / Sibley,1026 2nd Ave,Sibley,51249,POINT (-95.752119 43.397431),72,OSCEOLA,1012100,Canadian Whiskies,55,SAZERAC NORTH AMERICA,11936,Canadian Ltd Whisky Convenience Pack,12,750,4.34,6.51,12,78.12,9,2.37
INV-16694300035,01/02/19,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N Lake St,Storm Lake,50588,POINT (-95.200758 42.65318400000001),11,BUENA VIST,1032200,Imported Flavored Vodka,395,PROXIMO,35964,Three Olives Loopy,12,750,9.96,14.94,1,14.94,0.75,0.19
INV-16679900006,01/02/19,5142,Smokin' Joe's #13 Tobacco and Liquor Outlet,2315 Mt Vernon Rd SE,Cedar Rapids,52303,,57,Linn,1012200,Scotch Whiskies,55,SAZERAC NORTH AMERICA,8826,Lauder's Scotch,12,750,5.13,7.7,2,15.4,1.5,0.39
INV-16690900010,01/02/19,4137,Fareway Stores #989 / Waukee,200 SE Laurel St,Waukee,50263,POINT (-93.86786 41.614033),25,DALLAS,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57129,Chi-Chi's Mexican Mudslide,6,1750,6.5,9.75,6,55.56,10.5,2.77
INV-16690500022,01/02/19,2665,Hy-Vee / Waukee,1005 E Hickman Rd,Waukee,50263,POINT (-93.854477 41.615059),25,DALLAS,1081300,American Cordials & Liqueur,259,Heaven Hill Brands,76478,Pama Pomegranate Liqueur,6,750,9.83,14.75,6,88.5,4.5,1.18
INV-16700900015,01/02/19,4277,Cork It!,769 Prospect St SW,Le Mars,51031,POINT (-96.178219 42.776296),75,PLYMOUTH,1012200,Scotch Whiskies,260,DIAGEO AMERICAS,4626,Buchanan's 12 Yr Deluxe Scotch,12,750,20.99,31.49,2,62.98,1.5,0.39
INV-16700400006,01/02/19,4231,Fareway Stores #719 / Le Mars,115 Plymouth St NE,Le Mars,51031,POINT (-96.164909 42.793066),75,PLYMOUTH,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9,13.5,12,162,9,2.37
INV-16678000092,01/02/19,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1062500,Flavored Rum,370,PERNOD RICARD USA,42712,Malibu Coconut Rum Mini,12,500,4.95,7.43,1,7.43,0.5,0.13
INV-16686000196,01/02/19,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,POINT (-90.668138 42.504959),31,DUBUQUE,1031100,American Vodkas,260,DIAGEO AMERICAS,37998,Smirnoff 80prf,6,1750,14.75,22.13,24,531.12,42,11.09
INV-16698400048,01/02/19,2661,Hy-Vee Food Store / Sheldon,1989 Park St,Sheldon,51201,POINT (-95.831721 43.186038),71,OBRIEN,1011100,Blended Whiskies,65,Jim Beam Brands,25878,Sunny Brook Blend Whiskey,6,1750,8,12,6,72,10.5,2.77
INV-16681400013,01/02/19,5462,7Star Liquor & Tobacco Outlet,502 E Ave NW,Cedar Rapids,52405,POINT (-91.680323 41.977958),57,LINN,1051100,American Brandies,205,E & J Gallo Winery,52579,E & J VSOP Mini,10,500,7.68,11.52,1,11.52,0.5,0.13
INV-16696300008,01/02/19,4648,Prime Mart / Broadway Waterloo,508 Broadway St,Waterloo,50703,POINT (-92.345104 42.510573),7,BLACK HAWK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,86668,Jack Daniels Tennessee Honey Mini,12,500,9.06,13.59,24,326.16,12,3.17
INV-16696200045,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1032200,Imported Flavored Vodka,65,Jim Beam Brands,33518,Pinnacle Cucumber,12,750,7.35,11.03,2,22.06,1.5,0.39
INV-16688400007,01/02/19,5636,Big Discount Liquor,5427  Center Point Rd,Cedar Rapids,52402,,57,LINN,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77880,Smirnoff Sours Watermelon,12,750,8.25,12.38,1,12.38,0.75,0.19
INV-16702200043,01/02/19,4891,Schottsy's Liquor,109 5th St,Sibley,51249,POINT (-95.759943 43.403935),72,OSCEOLA,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2,0.52
INV-16683600032,01/02/19,5224,Keystone Liquor & Wine / Coralville,517 2nd St,Coralville,52241,POINT (-91.574095 41.671543),52,JOHNSON,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75212,Kinky Blue Mini,6,500,4.84,7.26,6,43.56,3,0.79
INV-16701300008,01/02/19,5586,White Oak Station #86 / Hospers,107 Hospers Dr S,Hospers,51238,POINT (-95.907128 43.072147),84,SIOUX,1062400,Spiced Rum,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,5.78,8.67,6,52.02,4.5,1.18
INV-16686500001,01/02/19,5042,Super Stop III / Dubuque,1101 Rhomberg Ave,Dubuque,52001,POINT (-90.660269 42.519502),31,DUBUQUE,1011100,Blended Whiskies,297,Laird & Company,23823,Five Star,48,200,1.31,1.97,6,11.82,1.2,0.31
INV-16688000008,01/02/19,4956,The Cooler,"4920, Johnson Ave NW",Cedar Rapids,52405,POINT (-91.734311 41.967997),57,LINN,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26826,Jack Daniels Old #7 Black Label,12,750,15.57,23.36,1,23.36,0.75,0.19
INV-16679100020,01/02/19,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125,,91,WARREN,1062200,White Rum,35,BACARDI USA INC,43127,Bacardi Superior,12,1000,9.5,14.25,12,171,12,3.17
INV-16684100026,01/02/19,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317,POINT (-93.573845 41.604312),77,POLK,1081600,Whiskey Liqueur,259,Heaven Hill Brands,86796,Southern Host Whiskey Liqueur,12,750,5.37,8.06,12,96.72,9,2.37
INV-16696400004,01/02/19,5599,Kwik Stop 4,515 Broadway St,Waterloo,50703,POINT (-92.345106 42.510792),7,BLACK HAWK,1051100,American Brandies,205,E & J Gallo Winery,52590,E & J VS,48,100,1.24,1.86,48,89.28,4.8,1.26
INV-16677800022,01/02/19,3644,Wal-Mart 2764 / Altoona,3501  8th St SW,Altoona,50009,POINT (-93.505276 41.644195),77,POLK,1031100,American Vodkas,259,Heaven Hill Brands,35416,Burnetts Vodka 80prf,12,750,4.48,6.72,12,80.64,9,2.37
INV-16692800015,01/02/19,5663,Lake View Redemption & Liquor Store,502 5th St,Lake View,51450,POINT (-95.051539 42.307764000000006),81,SAC,1031100,American Vodkas,434,LUXCO INC,36668,Korski Vodka,6,1750,7.04,10.56,18,190.08,31.5,8.32
INV-16693200034,01/02/19,3932,Main Street Spirits / Mapleton,311 Main St,Mapleton,51034,POINT (-95.79375 42.165915),67,MONONA,1031100,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19,28.5,2,57,3.5,0.92
INV-16697800003,01/02/19,5174,Jim's Food   /  Sullivan Ave,"437, Sullivan Ave",Waterloo,50701,POINT (-92.355915 42.487326),7,BLACK HAWK,1051100,American Brandies,115,CONSTELLATION BRANDS INC,53213,Paul Masson Grande Amber Brandy VS,24,200,1.96,2.94,24,70.56,4.8,1.26
INV-16696200087,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1062400,Spiced Rum,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,5.78,8.67,5,43.35,3.75,0.99
INV-16681800016,01/02/19,2285,John's Grocery,401 East Market St,Iowa City,52240,POINT (-91.529854 41.663541),52,JOHNSON,1031100,American Vodkas,260,DIAGEO AMERICAS,37997,Smirnoff 80prf,12,1000,9.25,13.88,12,166.56,12,3.17
INV-16687400024,01/02/19,4299,Hometown Market / Central City,9 Waterhouse Ave,Central City,52214,POINT (-91.530478 42.199296),57,LINN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64868,Fireball Cinnamon Whiskey,6,1750,15.33,23,1,23,1.75,0.46
INV-16694000037,01/02/19,4310,Fareway Stores #502 / Cherokee,205 West Bluff St,Cherokee,51012,POINT (-95.551866 42.75508),18,CHEROKEE,1041100,American Dry Gins,434,LUXCO INC,31658,Paramount Gin,6,1750,7.11,10.67,2,21.34,3.5,0.92
INV-16677800023,01/02/19,3644,Wal-Mart 2764 / Altoona,3501  8th St SW,Altoona,50009,POINT (-93.505276 41.644195),77,POLK,1032100,Imported Vodkas,115,CONSTELLATION BRANDS INC,34820,Svedka 80prf,12,750,8.25,12.38,12,148.56,9,2.37
INV-16684300153,01/02/19,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002,POINT (-90.741064 42.516633),31,DUBUQUE,1031200,American Flavored Vodka,300,McCormick Distilling Co.,41943,360 Georgia Peach,12,750,7,10.5,3,31.5,2.25,0.59
INV-16679100036,01/02/19,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125,,91,WARREN,1031100,American Vodkas,380,Phillips Beverage,37347,Phillips Vodka,12,1000,4.29,6.44,24,154.56,24,6.34
INV-16694100034,01/02/19,2597,Hy-Vee Food Store / Cherokee,1300 N. Second,Cherokee,51012,POINT (-95.552585 42.765259),18,CHEROKEE,1081400,American Schnapps,65,Jim Beam Brands,82846,Dekuyper Luscious Peachtree,12,750,6.5,9.75,6,58.26,4.5,1.18
INV-16692200112,01/02/19,2587,Hy-Vee Food Store / Johnston,5750 Merle Hay Road,Johnston,50131,POINT (-93.697731 41.665172),77,POLK,1031100,American Vodkas,300,McCormick Distilling Co.,36903,Mccormick Vodka,48,200,1.13,1.7,48,81.6,9.6,2.53
INV-16682800087,01/02/19,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1st Ave,Iowa City,52240,,52,JOHNSON,1031100,American Vodkas,421,SAZERAC COMPANY  INC,36974,Nikolai Vodka,24,375,1.71,2.57,9,23.13,3.37,0.89
INV-16696100030,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75218,Kinky Green Mini,6,500,4.84,7.26,2,14.52,1,0.26
INV-16696600010,01/02/19,4902,Broadway Liquor,821 Broadway St,Waterloo,50703,POINT (-92.345144 42.513772),7,BLACK HAWK,1022200,100% Agave Tequila,410,Patron Spirits Company,88290,Patron Silver,12,200,9,13.5,5,67.5,1,0.26
INV-16692200036,01/02/19,2587,Hy-Vee Food Store / Johnston,5750 Merle Hay Road,Johnston,50131,POINT (-93.697731 41.665172),77,POLK,1031200,American Flavored Vodka,205,E & J Gallo Winery,40313,New Amsterdam Peach,6,1750,14,21,6,126,10.5,2.77
INV-16684300209,01/02/19,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002,POINT (-90.741064 42.516633),31,DUBUQUE,1071100,Cocktails /RTD,395,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
